Organisation unit name,MFL- County Name,MFL- Facility Code,MFL- Facility Name,MFL- Facility Ownership,MFL- Facility Type,MFL-Coordinates,MFL-District Code,MFL-Facility Operating Status,MFL-Funding Source,MFL-Location,MFL-Region,MFL-Reporting Status
NorweinTimbo District,RiverCess,LBR-36-3606-04,Inland Mission Clinic,Faith Based,Clinic,"[-9.617720,5.681347]",3606,Active,Donor,Rural,South Central Region,Reporting
NorweinTimbo District,RiverCess,LBR-36-3606-05,Open Bible Society Mission Clinic,Faith Based,Clinic,"[-9.618530,5.520130]",3606,Active,Donor,Rural,South Central Region,Reporting
NorweinTimbo District,RiverCess,LBR-36-3606-06,Timbo Compound Clinic,Public,Clinic,"[-9.718930,5.567840]",3606,Active,GOL,Rural,South Central Region,Reporting
NorweinTimbo District,RiverCess,LBR-36-3606-02,Charlie's Town Clinic,Public,Clinic,"[-9.620490,5.663360]",3606,Active,GOL,Rural,South Central Region,Reporting
NorweinTimbo District,RiverCess,LBR-36-3606-01,St Francis Hospital,Public,Hospital,"[-9.580238,5.470344]",3606,Active,GOL,Rural,South Central Region,Reporting
NorweinTimbo District,RiverCess,LBR-36-3606-03,Fen-River Clinic,Public,Clinic,"[-9.631334,5.604217]",3606,Active,GOL,Rural,South Central Region,Reporting
B'Hai District,Grand Gedeh,LBR-15-1514-02,Duogee Clinic,Public,Clinic,"[-8.520930,6.266660]",1514,Active,GOL,Rural,Southeastern A Region,Reporting
B'Hai District,Grand Gedeh,LBR-15-1514-01,B'hai Tarway Town Clinic,Public,Clinic,"[-8.618680,6.439378]",1514,Active,GOL,Rural,Southeastern A Region,Reporting
B'Hai District,Grand Gedeh,LBR-15-1514-03,Toe Town Clinic,Public,Clinic,"[-8.555700,6.409030]",1514,Active,GOL,Rural,Southeastern A Region,Reporting
Barclayville District,Grand Kru,LBR-18-1828-01,Rally Time Hospital,Public,Hospital,"[-8.221880,4.575200]",1828,Active,GOL,Rural,Southeastern B Region,Reporting
Barclayville District,Grand Kru,LBR-18-1828-02,Barclayville Health Center,Public,Health Center,"[-8.232900,4.672340]",1828,Active,GOL,Rural,Southeastern B Region,Reporting
Barclayville District,Grand Kru,LBR-18-1828-03,Gbalakpo Clinic,Public,Clinic,"[-8.157780,4.708610]",1828,Active,GOL,Rural,Southeastern B Region,Reporting
Barclayville District,Grand Kru,LBR-18-1828-04,Gbanken Clinic,Public,Clinic,"[-8.116770,4.632320]",1828,Active,GOL,Rural,Southeastern B Region,Reporting
Barclayville District,Grand Kru,LBR-18-1828-05,Juduken Clinic,Public,Clinic,"[-8.040490,4.607320]",1828,Active,GOL,Rural,Southeastern B Region,Reporting
Barclayville District,Grand Kru,LBR-18-1828-06,Picnicess Clinic,Public,Clinic,"[-8.302490,4.622560]",1828,Active,GOL,Rural,Southeastern B Region,Reporting
Barrobo Farjah District,Maryland,LBR-27-2704-01,Feloken Clinic,Public,Clinic,"[-7.866210,5.067280]",2704,Active,GOL,Rural,Southeastern B Region,Reporting
Barrobo Farjah District,Maryland,LBR-27-2704-02,Gbarwiliken Clinic,Public,Clinic,"[-7.849430,4.990400]",2704,Active,GOL,Rural,Southeastern B Region,Reporting
Barrobo Whojah District,Maryland,LBR-27-2702-02,Juduken Clinic,Public,Clinic,"[-7.943330,5.042500]",2702,Active,GOL,Rural,Southeastern B Region,Reporting
Barrobo Whojah District,Maryland,LBR-27-2702-01,Glofarken Clinic,Public,Clinic,"[-7.897961,4.948739]",2702,Active,GOL,Rural,Southeastern B Region,Reporting
Barrobo Whojah District,Maryland,LBR-27-2702-03,Newaken Clinic,Public,Clinic,"[-7.906850,4.838430]",2702,Active,GOL,Rural,Southeastern B Region,Reporting
Belleh District,Gbarpolu,LBR-45-4504-01,Fasama Clinic (Bade),Public,Clinic,"[-9.999440,7.522220]",4504,Active,GOL,Rural,Northwestern Region,Reporting
Belleh District,Gbarpolu,LBR-45-4504-02,Kondesu Clinic,Public,Clinic,"[-9.987896,7.137683]",4504,Active,GOL,Rural,Northwestern Region,Reporting
Boe & Quilla District,Nimba,LBR-33-3320-02,Graie Clinic,Public,Clinic,"[-8.771040,6.708190]",3320,Active,GOL,Rural,North Central Region,Reporting
Boe & Quilla District,Nimba,LBR-33-3320-01,Bonlay Clinic,Public,Clinic,"[-8.547730,6.823370]",3320,Active,GOL,Rural,North Central Region,Reporting
Boe & Quilla District,Nimba,LBR-33-3320-05,Zuaplay Clinic,Public,Clinic,"[-8.874870,6.741330]",3320,Active,GOL,Rural,North Central Region,Reporting
Boe & Quilla District,Nimba,LBR-33-3320-04,Toweh Town Clinic,Public,Clinic,"[-8.667320,6.794610]",3320,Active,GOL,Rural,North Central Region,Reporting
Boe & Quilla District,Nimba,LBR-33-3320-03,New Yourpea Clinic,Public,Clinic,"[-8.486430,6.725430]",3320,Active,GOL,Rural,North Central Region,Reporting
Boe & Quilla District,Nimba,LBR-33-3320-06,Zuolay Clinic,Public,Clinic,"[-8.791670,6.674720]",3320,Active,GOL,Rural,North Central Region,Reporting
Boe & Quilla District,Nimba,LBR-33-3320-07,Ma Gartay Memorial Clinic,Public,Clinic,"[-8.814167,7.399722]",3320,Active,GOL,Rural,North Central Region,Reporting
Bokomu District,Gbarpolu,LBR-45-4506-02,Gbangay Clinic,Public,Clinic,"[-10.308640,7.184600]",4506,Active,GOL,Rural,Northwestern Region,Reporting
Bokomu District,Gbarpolu,LBR-45-4506-03,Kpayeakwelleh Clinic,Public,Clinic,"[-10.108365,7.667790]",4506,Active,GOL,Rural,Northwestern Region,Reporting
Bokomu District,Gbarpolu,LBR-45-4506-01,Forkpata Clinic,Public,Clinic,"[-10.048102,7.317710]",4506,Active,GOL,Rural,Northwestern Region,Reporting
Bokomu District,Gbarpolu,LBR-45-4506-04,Morlarkwelleh Clinic,Public,Clinic,"[-10.152283,7.189764]",4506,Active,GOL,Rural,Northwestern Region,Reporting
Bopolu District,Gbarpolu,LBR-45-4508-01,Emirates Hospital,Public,Hospital,"[-10.489158,7.058662]",4508,Active,GOL,Urband,Northwestern Region,Reporting
Bopolu District,Gbarpolu,LBR-45-4508-02,Bambuta Clinic,Public,Clinic,"[-10.545160,6.955590]",4508,Active,GOL,Rural,Northwestern Region,Reporting
Bopolu District,Gbarpolu,LBR-45-4508-03,Gbaryamah Clinic,Public,Clinic,"[-10.626980,7.021780]",4508,Active,GOL,Rural,Northwestern Region,Reporting
Bopolu District,Gbarpolu,LBR-45-4508-04,Gokallah Clinic,Public,Clinic,"[-10.632780,6.927860]",4508,Active,GOL,Rural,Northwestern Region,Reporting
Bopolu District,Gbarpolu,LBR-45-4508-05,Henry Town Clinic,Public,Clinic,"[-10.351050,7.268500]",4508,Active,GOL,Rural,Northwestern Region,Reporting
Bopolu District,Gbarpolu,LBR-45-4508-06,Totoquelle Clinic,Public,Clinic,"[-10.401650,7.051680]",4508,Active,GOL,Rural,Northwestern Region,Reporting
Buah District,Grand Kru,LBR-18-1822-01,Buah Health Center,Public,Health Center,"[-8.166020,4.943810]",1822,Active,GOL,Rural,Southeastern B Region,Reporting
Buah District,Grand Kru,LBR-18-1822-02,Dwehkun Clinic,Public,Clinic,"[-8.098895,5.057303]",1822,Active,GOL,Rural,Southeastern B Region,Reporting
Buah District,Grand Kru,LBR-18-1822-03,Ponnoken Clinic,Public,Clinic,"[-8.185112,5.079180]",1822,Active,GOL,Rural,Southeastern B Region,Reporting
Buah District,Grand Kru,LBR-18-1822-04,Tarlu Clinic,Public,Clinic,"[-8.195025,4.918565]",1822,Active,GOL,Rural,Southeastern B Region,Reporting
Buchanan District,Grand Bassa,LBR-09-0912-15,Well Baby,Public,Clinic,"[-10.034220,5.885330]",0912,Active,GOL,Rural,South Central Region,Reporting
Buchanan District,Grand Bassa,LBR-09-0912-08,Camphor Mission Clinic,Faith Based,Clinic,"[-9.914870,5.918400]",0912,Active,Donor,Rural,South Central Region,Reporting
Buchanan District,Grand Bassa,LBR-09-0912-01,Liberia Government Hospital (Buchanan),Public,Hospital,"[-10.045990,5.884250]",0912,Active,GOL,Urband,South Central Region,Reporting
Buchanan District,Grand Bassa,LBR-09-0912-09,Christian Extension Ministry Clinic,Faith Based,Clinic,"[-10.042250,5.879140]",0912,Active,Donor,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-35,Graystone Clinic,Private,Clinic,"[-10.810430,6.317630]",3010,Active,Private,Urband,South Central Region,Reporting
Buchanan District,Grand Bassa,LBR-09-0912-02,Steven Tolbert Memorial Hospital (ArcelorMittal),Concession,Hospital,"[-10.027500,5.871030]",0912,Active,Donor,Urband,South Central Region,Reporting
Buchanan District,Grand Bassa,LBR-09-0912-12,Praise Medico Surgical Clinic,Private,Clinic,"[-10.050926,5.877646]",0912,Active,Private,Urband,South Central Region,Reporting
Buchanan District,Grand Bassa,LBR-09-0912-13,Samuel David Medical Clinic (SDMC),Private,Clinic,"[-10.039644,5.884200]",0912,Active,Private,Urband,South Central Region,Reporting
Buchanan District,Grand Bassa,LBR-09-0912-03,St Peter Claver Catholic Health Center,Faith Based,Health Center,"[-10.042460,5.877340]",0912,Active,Donor,Urband,South Central Region,Reporting
Buchanan District,Grand Bassa,LBR-09-0912-05,African Christian Fellowship International Clinic,Faith Based,Clinic,"[-10.024140,5.896840]",0912,Active,Donor,Urband,South Central Region,Reporting
Buchanan District,Grand Bassa,LBR-09-0912-14,Tubmanville Clinic,Public,Clinic,"[-9.900470,6.007620]",0912,Active,GOL,Rural,South Central Region,Reporting
Buchanan District,Grand Bassa,LBR-09-0912-04,Barconnie Clinic,Public,Clinic,"[-10.003457,5.813270]",0912,Active,GOL,Rural,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-01,Redemption Hospital,Public,Hospital,"[-10.791999,6.369845]",3010,Active,GOL,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-40,Last Hope Clinic,Private,Clinic,"[-10.786612,6.371656]",3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-34,Gloring clinic,Private,Clinic,"[-10.787336,6.372109]",3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-41,Liberia Albino clinic,Public,Clinic,"[-10.782075,6.350020]",3010,Active,GOL,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-42,Liberia Coast Guard Clinic,Public,Clinic,"[-10.791614,6.361233]",3010,Active,GOL,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-63,Slipway Clinic,Public,Clinic,"[-10.804720,6.312000]",3010,Active,GOL,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-36,Islamic Medical Surgical Clinic,Private,Clinic,"[-10.788251,6.363499]",3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-17,Carter Center LMA Market School-Based Clinic,Public,Clinic,,3010,Active,GOL,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-05,Bishop John Collins Health Center,Private,Health Center,"[-10.780770,6.353200]",3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-07,Al-halal Medical Clinic,Private,Clinic,"[-10.785964,6.344298]",3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-06,Ahmadiyya Mission Muslim Clinic,Private,Clinic,"[-10.787408,6.335502]",3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-10,Anthony Medical Clinic,Private,Clinic,"[-10.746559,6.392017]",3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-15,Bushrod Island Community Clinic,Public,Clinic,"[-10.785700,6.344390]",3010,Active,GOL,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-09,Anatah Medical  Clinic,Private,Clinic,"[-10.808145,6.317824]",3010,Active,Private,Urband,North Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-44,Ma- Yanlla Clinic,Private,Clinic,"[-10.787754,6.344468]",3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-18,Cemenco Clinic,Private,Clinic,"[-10.787765,6.340198]",3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-20,Coral Clinic,Private,Clinic,"[-10.791599,6.375052]",3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-21,Cynthia Nelson Clinic,Private,Clinic,"[-10.777828,6.365933]",3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-22,Dae Dorbor Clinic,Public,Clinic,"[-10.614240,6.446880]",3010,Active,GOL,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-24,Divine Comm Clinic,Private,Clinic,"[-10.771638,6.369402]",3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-27,Dr. Salman's Clinic,Private,Clinic,"[-10.808148,6.313618]",3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-19,City Lab Clinic,Private,Clinic,"[-10.809953,6.316578]",3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-23,Devine Touch Clinic,Private,Clinic,"[-10.795270,6.375519]",3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-28,Dr. Torbor's Clinic,Private,Clinic,"[-10.807513,6.318258]",3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-03,Clara Town Health Center,Public,Health Center,"[-10.799190,6.330230]",3010,Active,GOL,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-29,Eulysa Clinic,Private,Clinic,"[-10.773966,6.337878]",3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-38,Jerry Donso Clinic,Private,Clinic,"[-10.791411,6.365761]",3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-39,Kamah Memorial Clinic,Private,Clinic,"[-10.787164,6.374114]",3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-30,Father James Lee Maternity Clinic,Faith Based,Clinic,"[-10.756550,6.390900]",3010,Active,Donor,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-32,Fountain of Life Clinic,Private,Clinic,"[-10.750246,6.392570]",3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-46,Markue Medical Laboratory Clinic,Private,Clinic,"[-10.784866,6.354518]",3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-47,Mawah Health Center,Private,Health Center,"[-10.800692,6.324530]",3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-48,Medical Consultants Associates (MALAG) Clinic,Private,Clinic,"[-10.807551,6.318126]",3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-50,Mercy Medical Clinic,Private,Clinic,"[-10.819408,6.384753]",3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-53,National Port Authority Clinic,Private,Clinic,"[-10.795232,6.336773]",3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-52,Musash Medical Clinic,Private,Clinic,"[-10.782189,6.382759]",3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-59,Renaissance Maternity Clinic,Private,Clinic,"[-10.747792,6.380001]",3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-51,Mother and Child,Private,Clinic,"[-10.775310,6.375440]",3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-64,Snapper Hill Clinic,Private,Clinic,"[-10.809211,6.319666]",3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-11,Ark Medical Clinic,Private,Clinic,,3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-08,Amagashie Clinic,Private,Clinic,,3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-12,Asante Clinic,Private,Clinic,,3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-13,Barclay Medical Clinic,Private,Clinic,,3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-14,Bishop John Collins Health Center,Private,Health Center,,3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-16,Caldwell Clinic,Private,Clinic,,3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-25,Dniyama Out Patient Clinic,Private,Clinic,,3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-43,Liberia Egyptian Medical Clinic,Private,Clinic,,3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-26,Dr. Harris Mgt & Service,Private,Clinic,,3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-49,Medlink International (Kassas) Clinic,Private,Clinic,,3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-45,Makona Clinic,Private,Clinic,,3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-04,New Kru Town Health Center,Private,Health Center,,3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-57,R. B. Clinic,Private,Clinic,,3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-56,Potter Care Clinic,Private,Clinic,,3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-58,Raphal Clinic,Private,Clinic,,3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-54,North Road Merci Clinic,Private,Clinic,,3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-55,Pacific Medical Lab. Clinic,Private,Clinic,"[-10.807483,6.317630]",3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-61,Samson Urgent Care Center,Private,Clinic,,3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-33,Global Pharm  Medical Center,Private,Health Center,,3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-62,Sekou Ahmadu Camara Memorial and Dental Clinic,Private,Clinic,,3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-65,Solar Eye Clinic,Private,Clinic,,3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-70,TKG Med Lab Clinic,Private,Clinic,,3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-72,Tropical Clinic Annex 1,Private,Clinic,,3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-67,Stockton Creek Clinic,Private,Clinic,,3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-02,St. Joseph Catholic Health Center,Faith Based,Health Center,,3010,Active,Donor,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-68,T & M Neigbour Clinic,Private,Clinic,,3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-66,St Paul Bridge Comm,Private,Clinic,,3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-69,Thumbs Up clinic,Private,Clinic,,3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-71,Trinity Maternity Clinic,Private,Clinic,,3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-73,Unity Clinic,Private,Clinic,,3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-75,Wonjah Smith Memorial Clinic,Private,Clinic,,3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-76,Zobo Medical Clinic,Private,Clinic,,3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-74,Vezely Hope Clinic,Private,Clinic,,3010,Active,Private,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-31,Firehouse Clinic (John S. Butler Clinic) II,Public,Clinic,,3010,Active,GOL,Urband,South Central Region,Reporting
Bushrod District,Montserrado,LBR-30-3010-77,Star of the Sea Health Center,Faith Based,Health Center,"[-10.804289,6.328595]",3010,Active,Donor,Urband,South Central Region,Reporting
Butaw District,Sinoe,LBR-39-3904-02,Grigsby Farm Clinic,Public,Clinic,"[-9.044722,5.187321]",3904,Active,GOL,Rural,Southeastern A Region,Reporting
Butaw District,Sinoe,LBR-39-3904-01,Butaw Clinic,Public,Clinic,"[-9.069970,5.119440]",3904,Active,GOL,Rural,Southeastern A Region,Reporting
Buu-Yao District,Nimba,LBR-33-3334-01,Zoe Geh Medical Center,Private,Health Center,"[-8.542970,6.937070]",3334,Active,Private,Rural,North Central Region,Reporting
Buu-Yao District,Nimba,LBR-33-3334-02,Buutuo Clinic,Public,Clinic,"[-8.343390,6.830090]",3334,Active,Donor,Rural,North Central Region,Reporting
Buu-Yao District,Nimba,LBR-33-3334-04,Gblalay Clinic,Public,Clinic,"[-8.428600,6.722700]",3334,Active,GOL,Rural,North Central Region,Reporting
Buu-Yao District,Nimba,LBR-33-3334-05,Gbloulay Clinic,Public,Clinic,"[-8.515140,6.894440]",3334,Active,GOL,Rural,North Central Region,Reporting
Buu-Yao District,Nimba,LBR-33-3334-07,Doris Memorial Clinic,Private,Clinic,"[-8.870833,7.011667]",3334,Active,Private,Rural,North Central Region,Reporting
Buu-Yao District,Nimba,LBR-33-3334-08,Ma Martha Medical Clinic,Private,Clinic,"[-8.395010,6.787750]",3334,Active,Private,Rural,North Central Region,Reporting
Buu-Yao District,Nimba,LBR-33-3334-06,Lepula Clinic,Public,Clinic,"[-8.417740,6.979090]",3334,Active,GOL,Rural,North Central Region,Reporting
Buu-Yao District,Nimba,LBR-33-3334-03,Buutuo ULIC Clinic,Faith Based,Clinic,"[-8.368745,6.774671]",3334,Active,Donor,Rural,North Central Region,Reporting
Campwood District,Grand Bassa,LBR-09-0908-01,Senyah Community Clinic,Public,Clinic,"[-9.839980,6.344850]",0908,Active,GOL,Rural,South Central Region,Reporting
Careysburg District,Montserrado,LBR-30-3002-01,Bensonville Hospital,Public,Hospital,"[-10.614329,6.447189]",3002,Active,GOL,Urband,South Central Region,Reporting
Careysburg District,Montserrado,LBR-30-3002-03,"A Refuge Place int'l,",Private,Clinic,"[-10.529593,6.465385]",3002,Active,Private,Rural,South Central Region,Reporting
Careysburg District,Montserrado,LBR-30-3002-02,Kesselee Memorial Health Center,Private,Health Center,"[-10.498323,6.398062]",3002,Active,Private,Rural,South Central Region,Reporting
Careysburg District,Montserrado,LBR-30-3002-04,Camp Sandee Ware Clinic,Private,Clinic,"[-10.542381,6.430196]",3002,Active,Private,Rural,South Central Region,Reporting
Careysburg District,Montserrado,LBR-30-3002-08,Crozierville Clinic,Public,Clinic,"[-10.635770,6.454000]",3002,Active,GOL,Rural,South Central Region,Reporting
Careysburg District,Montserrado,LBR-30-3002-11,Fredai Medical Clinic,Private,Clinic,"[-10.592625,6.388035]",3002,Active,Private,Rural,South Central Region,Reporting
Careysburg District,Montserrado,LBR-30-3002-05,Careysburg Clinic,Public,Clinic,"[-10.547670,6.402257]",3002,Active,GOL,Rural,South Central Region,Reporting
Careysburg District,Montserrado,LBR-30-3002-09,DAFEVA Clinic,Private,Clinic,"[-10.619030,6.374025]",3002,Active,Private,Rural,South Central Region,Reporting
Careysburg District,Montserrado,LBR-30-3002-12,Harrisburg Clinic,Public,Clinic,"[-10.652990,6.489600]",3002,Active,GOL,Rural,South Central Region,Reporting
Careysburg District,Montserrado,LBR-30-3002-14,Kingsville Clinic,Public,Clinic,"[-10.476600,6.424100]",3002,Active,GOL,Rural,South Central Region,Reporting
Careysburg District,Montserrado,LBR-30-3002-15,Liberia Albino Society Clinic Annex II,Public,Clinic,"[-10.603180,6.450590]",3002,Active,GOL,Rural,South Central Region,Reporting
Careysburg District,Montserrado,LBR-30-3002-19,Remedy Health Center,Faith Based,Health Center,"[-10.613168,6.370545]",3002,Active,Donor,Rural,South Central Region,Reporting
Careysburg District,Montserrado,LBR-30-3002-10,Faith Clinic (Carey),Faith Based,Clinic,"[-10.484442,6.401949]",3002,Active,Donor,Rural,South Central Region,Reporting
Careysburg District,Montserrado,LBR-30-3002-20,SARBIL Christian Community Clinic,Private,Clinic,"[-10.587493,6.390262]",3002,Active,Private,Rural,South Central Region,Reporting
Careysburg District,Montserrado,LBR-30-3002-16,Evangelism Ministry Clinic,Faith Based,Clinic,,3002,Active,Donor,Rural,South Central Region,Reporting
Careysburg District,Montserrado,LBR-30-3002-17,Nancy Fayiah Medical Clinic,Private,Clinic,"[-10.614170,6.361162]",3002,Active,Private,Rural,South Central Region,Reporting
Careysburg District,Montserrado,LBR-30-3002-18,Refuge Place,Private,Clinic,"[-10.529120,6.467440]",3002,Active,Private,Rural,South Central Region,Reporting
Careysburg District,Montserrado,LBR-30-3002-22,White Plains Clinic,Public,Clinic,"[-10.610640,6.366020]",3002,Active,GOL,Rural,South Central Region,Reporting
Careysburg District,Montserrado,LBR-30-3002-23,Ma. Bendu Medical Clinic,Private,Clinic,"[-10.605875,6.370838]",3002,Active,Private,Rural,South Central Region,Reporting
Careysburg District,Montserrado,LBR-30-3002-21,Slemp Medical  Annex 2,Private,Clinic,"[-10.638120,6.362370]",3002,Active,Private,Rural,South Central Region,Reporting
Cavalla District,Grand Gedeh,LBR-15-1516-04,Janzon Clinic,Public,Clinic,"[-8.041410,6.227410]",1516,Active,GOL,Rural,Southeastern A Region,Reporting
Cavalla District,Grand Gedeh,LBR-15-1516-02,Beh Town Clinic (Cavalla),Public,Clinic,"[-8.003370,6.188490]",1516,Active,GOL,Rural,Southeastern A Region,Reporting
Cavalla District,Grand Gedeh,LBR-15-1516-03,Gboleken Clinic,Public,Clinic,"[-8.191600,6.107890]",1516,Active,GOL,Rural,Southeastern A Region,Reporting
Cavalla District,Grand Gedeh,LBR-15-1516-01,Bargblor Clinic,Public,Clinic,"[-8.334917,6.134228]",1516,Active,GOL,Rural,Southeastern A Region,Reporting
Cavalla District,Grand Gedeh,LBR-15-1516-05,Tuzon Clinic (Cavalla),Public,Clinic,"[-8.251480,6.170380]",1516,Active,GOL,Rural,Southeastern A Region,Reporting
Cavalla District,Grand Gedeh,LBR-15-1516-06,Zai Town Clinic,Public,Clinic,"[-8.293960,6.193480]",1516,Active,GOL,Rural,Southeastern A Region,Reporting
Central Monrovia district,Montserrado,LBR-30-3026-31,Hydro MERCI Clinic,Private,Clinic,"[-10.750250,6.278800]",3026,Active,Private,Urband,South Central Region,Reporting
Central Monrovia district,Montserrado,LBR-30-3026-04,SDA Cooper Memorial Hospital,Faith Based,Hospital,"[-10.780408,6.296527]",3026,Active,Donor,Urband,South Central Region,Reporting
Central Monrovia district,Montserrado,LBR-30-3026-29,Grace A Reeves Baptist Clinic,Faith Based,Clinic,"[-10.742180,6.287370]",3026,Active,Donor,Urband,South Central Region,Reporting
